Atmid,Claim Registration Date,Date of Incidence,Issue,Location,Policy No,Security,State,Type of claim,Asset Loss,Cash Loss,Claim No.,Total Loss
DEEK9999991819999,2/11/2015,2/7/2015,Vandalism,"Nongrim Hill, Shillong",DEF0001382,Non Guarded,Meghalaya,Attempted Theft,59370,0,798767,59370
DZEK99999999699931,2/11/2015,2/6/2015,Vandalism,"Dhubri Station Road, Assam",DEF0001382,Non Guarded,Assam,Attempted Theft,79970,0,798766,79970
DZEK99999999699937,2/11/2015,2/8/2015,Vandalism,"Customs Divison Office, Dhubri",DEF0001382,Non Guarded,Assam,Attempted Theft,0,0,798765,0
DZEK9999991961991,2/16/2015,2/10/2015,Vandalism,"Tolabasti, Tinsukia",DEF0001382,Non Guarded,Assam,Attempted Theft,53790,0,75529,53790
DZEK99999999679918,2/16/2015,2/9/2015,Vandalism,"Mahesh Smriti Road, Tripura",DEF0001382,Non Guarded,Tripura,Attempted Theft,95200,0,75872,95200
NXXHM99981,2/16/2015,2/10/2015,Vandalism,"Shashtri Market, Ahmedabad",DEF0001382,Non Guarded,Gujarat,Attempted Theft,132320,0,75827,132320
DZEK99999999839932,2/18/2015,2/15/2015,Vandalism & Theft,"Naharjan Tinali, Assam",DEF0001382,Non Guarded,Assam,Theft & Cash Loss,282950,12835,855269,295785
NI99417991,2/20/2015,2/16/2015,Vandalism,"Sanghol, Fatehgarh",DEF0001382,Non Guarded,Punjab,Attempted Theft,75770,0,857587,75770
DZEK99999914699699,2/20/2015,2/17/2015,Vandalism,"ITI Nagaon College, Assam",DEF0001382,Non Guarded,Assam,Attempted Theft,46790,0,857589,46790
DZEK9999366599996,2/20/2015,2/18/2015,Vandalism & Theft,"Jowai DTO , Meghalaya",DEF0001382,Non Guarded,Jammu & Kashmir,Theft & Cash Loss,312500,9853,857593,322353
DZEK99992992499199,2/20/2015,2/17/2015,Vandalism & Theft,"Ghoshpara Bilasipara, Assam",DEF0001382,Non Guarded,Assam,Theft & Cash Loss,312500,21410,857598,333910
DEEO9999459699993,2/20/2015,2/8/2015,Vandalism,"Saboor Mart, Kishtwar",DEF0001382,Non Guarded,Punjab,Attempted Theft,63280,0,857655,63280
DZEK99999999289917,2/20/2015,2/18/2015,Vandalism,SBI Barpeta Dc Office Road,DEF0001382,Non Guarded,Jammu & Kashmir,Attempted Theft,27580,0,857653,27580
DZEK99999999729949,2/24/2015,2/20/2015,Vandalism,"Rangapahar Crossing Gate, Dimapur",DEF0001382,Non Guarded,Nagaland,Attempted Theft,138780,0,852332,138780
XXXXL99922,2/26/2015,2/21/2015,Short Circuit,Khalilabad,DEF0001383,Guarded,Uttar Pradesh,Fire Loss,104160,0,853529,104160
DEEP59999996599995,3/2/2015,2/19/2015,Short Circuit,"Four Batti Choak, Kapurthala",DEF0001382,Non Guarded,Punjab,Fire Loss,0,0,852372,0
DZEK9999142699199,3/4/2015,2/27/2015,Vandalism,"Ward No.4 Dhemaji, Assam",DEF0001382,Non Guarded,Assam,Attempted Theft,48130,0,855755,48130
DZEK99992999599994,3/4/2015,2/27/2015,Vandalism,"Nazira Town, Sivasagar",DEF0001382,Non Guarded,Assam,Attempted Theft,15100,0,85555,15100
XXS199111U,3/4/2015,2/27/2015,Vandalism,"Balighat, Sivasagar",DEF0001382,Non Guarded,Assam,Attempted Theft,59040,0,855757,59040
DEEP299147299991,3/4/2015,3/2/2015,Vandalism,"Sco 93, Ranjit Avenue, Amritsar",DEF0001382,Non Guarded,Punjab,Attempted Theft,23950,0,855753,23950
DZEK999999181111,3/5/2015,2/27/2015,Vandalism,"Jingking, Shillong",DEF0001382,Non Guarded,Meghalaya,Attempted Theft,157510,0,855659,157510
DZEK99999999679917,3/5/2015,3/2/2015,Vandalism,"Premtola, Dharmanagar, Tripura",DEF0001382,Non Guarded,Tripura,Attempted Theft,282950,0,855662,282950
RJ1Z186U,3/5/2015,2/25/2015,Vandalism,"Inana, Nagaur",DEF0001382,Non Guarded,Rajasthan,Attempted Theft,259400,0,855666,259400
DEEK9999991829923,3/10/2015,3/3/2015,Vandalism,"Station Chariali, Sivasagar",DEF0001382,Non Guarded,Assam,Attempted Theft,41660,0,857728,41660
V112279999,3/13/2015,3/9/2015,Vandalism & Theft,"Village Ammo Nangal, Gurdaspur",DEF0001382,Non Guarded,Punjab,Theft & Cash Loss,312500,6625,858682,319125
P134969999,3/16/2015,3/12/2015,Vandalism,"Main Bus Stop, Kapurthala",DEF0001382,Non Guarded,Punjab,Attempted Theft,40980,0,859552,40980
DZEK999915399921,3/17/2015,3/13/2015,Vandalism,"Mission Veng Bazar, Mizoram",DEF0001382,Non Guarded,Mizoram,Attempted Theft,64350,0,859875,64350
DZEK999914269916,3/18/2015,3/14/2015,Vandalism & Theft,"Maridhalchariali,Dhemaji",DEF0001382,Non Guarded,Assam,Theft & Cash Loss,312500,13319,85525,325819
XXIN13399XX,3/18/2015,3/14/2015,Vandalism,"Simen Chapori,Dhemaji",DEF0001382,Non Guarded,Assam,Attempted Theft,282950,0,85526,282950
XXS13561U,3/18/2015,3/15/2015,Vandalism & Theft,"Mirza, Kulsi",DEF0001382,Non Guarded,Assam,Theft & Cash Loss,312500,6091,85557,318591
P1993849999,3/18/2015,3/16/2015,Vandalism,"Main Bazaar Phillor, Ludhiana",DEF0001382,Non Guarded,Punjab,Attempted Theft,138980,0,85553,138980
CGW899699,3/21/2015,3/16/2015,Vandalism,Office Lane Melarmath,DEF0001383,Guarded,Tripura,Attempted Theft,116660,0,875937,116660
DZEK9999991199914,3/23/2015,3/18/2015,Vandalism,"Santinagar More,Kokrajhar",DEF0001382,Non Guarded,Assam,Attempted Theft,127060,0,877328,127060
DZEK9999991199917,3/23/2015,3/18/2015,Vandalism,Kokrajhar Sbi,DEF0001382,Non Guarded,Assam,Attempted Theft,324240,0,877355,324240
DEEP99999974199992,3/26/2015,3/22/2015,Vandalism & Theft,"Sabji Mandi, Jalandhar",DEF0001382,Non Guarded,Himachal Pradesh,Theft & Cash Loss,277080,24446,872768,301526
IPSEN99864991,3/26/2015,3/24/2015,Vandalism,"Village Khadhur Sahib, Tarn Taran",DEF0001382,Non Guarded,Punjab,Attempted Theft,282950,0,872776,282950
DZEK99999919949925,3/26/2015,3/23/2015,Vandalism,"Jagduwar, Jorhat",DEF0001382,Non Guarded,Assam,Attempted Theft,69250,0,872775,69250
DEEK999916849931,3/31/2015,3/25/2015,Vandalism,"Mulagaon, Assam",DEF0001382,Non Guarded,Assam,Attempted Theft,277080,0,872367,277080
DZEK9999991959935,3/31/2015,3/26/2015,Vandalism,"Goroimari Goroimari Tiniali, Tezpur",DEF0001382,Non Guarded,Assam,Attempted Theft,62220,0,872362,62220
P19994999999,3/31/2015,3/29/2015,Vandalism,"VPO Adda Rupewal, Jalandhar",DEF0001383,Guarded,Punjab,Attempted Theft,83330,0,872363,83330
DZEK99999999921998,3/31/2015,3/28/2015,Vandalism,"Lamphel Super Market Mani, Manipur",DEF0001382,Non Guarded,Manipur,Attempted Theft,83330,0,872373,83330
DZEK999999997199999,3/31/2015,3/29/2015,Vandalism,"Banipur Rly, Dibrugarh",DEF0001382,Non Guarded,Assam,Attempted Theft,71330,0,872659,71330
DZEK99999999839934,3/31/2015,3/29/2015,Vandalism & Theft,"Purbongla, Golaghat",DEF0001382,Non Guarded,Assam,Theft & Cash Loss,282950,13765,872756,296715
CNM899999,4/2/2015,3/31/2015,Vandalism,"Park Site, Vikhroli",DEF0001383,Guarded,Maharashtra,Attempted Theft,143120,0,875252,143120
OR99Z3997U,4/7/2015,3/29/2015,Vandalism,"Jhirpani Near Petrol Pump ,Orissa",DEF0001382,Non Guarded,Odisha,Attempted Theft,103640,0,877575,103640
DZEK9999799699995,4/9/2015,4/4/2015,Vandalism,GOSAIGAON CIVIL CAMPAS,DEF0001382,Non Guarded,Assam,Attempted Theft,106750,0,877777,106750
NGUW699111111111,4/9/2015,4/5/2015,Vandalism & Theft,Doomduma,DEF0001382,Non Guarded,Assam,Theft & Cash Loss,282950,1984,877772,284934
DEEK99996399999995,4/9/2015,4/6/2015,Vandalism,MORIGAON NEAR CIVIL HOSPITAL,DEF0001382,Non Guarded,Assam,Attempted Theft,277080,20,877768,277100
DEEK9999999978276,4/10/2015,4/4/2015,Vandalism & Theft,"AZRA, RANI GATE",DEF0001382,Non Guarded,Assam,Theft & Cash Loss,266660,10601,878722,277261
XXXXL899299,4/15/2015,4/11/2015,Vandalism,Jeetpur,DEF0001383,Guarded,Uttar Pradesh,Attempted Theft,140970,0,879755,140970
DZEK99992994999997,4/15/2015,4/11/2015,Vandalism,THELAMARA,DEF0001382,Non Guarded,Assam,Attempted Theft,13700,0,879698,13700
DZEK99993819999993,4/15/2015,4/8/2015,Vandalism,CHANMARI LUNGLEI,DEF0001382,Non Guarded,Mizoram,Attempted Theft,63310,0,879695,63310
DZEK999932329913,4/17/2015,4/10/2015,Vandalism,Papu Nallah Naharlagun,DEF0001382,Non Guarded,Arunachal Pradesh,Attempted Theft,13020,0,825627,13020
XXIN2698XX,4/21/2015,4/14/2015,Vandalism,Mithapur Road Jalandhar ,DEF0001382,Non Guarded,Punjab,Attempted Theft,68100,0,82755,68100
DZEK9999299269911,4/21/2015,4/16/2015,Vandalism,BISWANATH CHARIALI,DEF0001382,Non Guarded,Assam,Attempted Theft,68430,0,827873,68430
XXS99Z335U,4/25/2015,4/18/2015,Vandalism,NOLTOLI_HATIGAON CHARIALI,DEF0001382,Non Guarded,Assam,Attempted Theft,385410,59,822875,385469
DZEK999976489911,4/28/2015,4/24/2015,Vandalism,SIRGOURI KALIBARI,DEF0001382,Non Guarded,Assam,Attempted Theft,282950,0,823656,282950
XXRXX899997,5/8/2015,5/1/2015,Vandalism,Piska More,DEF0001383,Guarded,Jharkhand,Attempted Theft,104160,0,826296,104160
DEEO999913659916,5/11/2015,4/28/2015,Vandalism,OLD ROAD LEH NEAR HOTEL SHANGRILLA ,DEF0001382,Non Guarded,Jammu & Kashmir,Attempted Theft,36090,0,826872,36090
XXTP899999,5/12/2015,5/8/2015,Fire accident,"Sahu Saw Mill, Raipur,Chattisgarh",DEF0001383,Guarded,Chattisgarh,Fire Loss,207890,0,827228,207890
IPSEN99195991,5/12/2015,5/11/2015,Vandalism & Theft,"Kukar Majra, G.T. Road, ",DEF0001382,Non Guarded,Punjab,Theft & Cash Loss,364580,4763,827227,369343
DZEK9999999971123,5/13/2015,5/7/2015,Vandalism,"MORAN NATUN NAGAR,",DEF0001382,Non Guarded,Jammu & Kashmir,Attempted Theft,162970,0,827655,162970
DZEK99999999711998,5/13/2015,5/4/2015,Vandalism,"MALOKHU BASA, BOIRAGIMOTH",DEF0001382,Non Guarded,Assam,Attempted Theft,20830,0,827659,20830
DEEK9999999978284,5/15/2015,5/3/2015,Vandalism & Theft,"KAILASHPUR,SATMILE",DEF0001382,Non Guarded,Assam,Theft & Cash Loss,282950,23189,828279,306139
DZEP9999629199994,5/15/2015,3/31/2015,Vandalism,"HARDEV SINGH , VILL CHARUDI MAIN GT ROAD ",DEF0001382,Non Guarded,Himachal Pradesh,Attempted Theft,572910,0,828275,572910
NI11996991,6/4/2015,4/14/2015,Vandalism,Raipur District Jalandhar,DEF0001382,Non Guarded,Chattisgarh,Attempted Theft,156250,0,833775,156250
DJUL62311111111,6/4/2015,5/22/2015,Vandalism,"Satellite colony,",DEF0001382,Non Guarded,Jammu & Kashmir,Attempted Theft,0,0,832872,0
IPSEN19952991,6/9/2015,6/4/2015,Vandalism & Theft,"VILLAGE QILLA LAL SINGH, DISTRICT GURDASPUR",DEF0001382,Non Guarded,Punjab,Theft & Cash Loss,282950,6804,836258,289754
DZEO9999622799991,6/18/2015,6/5/2015,Vandalism,"main market kud , distt udhampur ,  182142",DEF0001382,Non Guarded,Jammu & Kashmir,Attempted Theft,104160,0,839683,104160
DZEK9999991819996,6/22/2015,6/3/2015,Vandalism,Pohkseh (Near children hospital & IGNOU)SHILLONG,DEF0001382,Non Guarded,Meghalaya,Attempted Theft,104160,0,825659,104160
DZEK999999199499499,6/23/2015,6/17/2015,Vandalism,"Hospital Road,Teok,Dist-Jorhat,Assam ",DEF0001382,Non Guarded,Assam,Attempted Theft,104160,0,827265,104160
DEEO999915759921,6/23/2015,6/19/2015,Vandalism,"Mohalla Andar Kot ward no 10, Rajouri, near district court, Jammu & Kashmir - 185131",DEF0001382,Non Guarded,Jammu & Kashmir,Attempted Theft,23950,0,827263,23950
DZEP999963419912,6/26/2015,5/31/2015,Vandalism,"Opp. Trident, Mehlan Road Barnala 148101.",DEF0001382,Non Guarded,Punjab,Attempted Theft,88540,0,822382,88540
XXUD899991,6/26/2015,6/12/2015,Water Seepage,"1B Udaipur Hospital, Gulab Bag Road, Suraj Paoul, Udaipur - 313001 (Rajasthan) ",DEF0001383,Guarded,Rajasthan,Others,171870,0,822325,171870
XXMR999991,6/27/2015,6/26/2015,Vandalism,"Near IBP Petrol Pump, Mehsana",DEF0001383,Guarded,Gujarat,Attempted Theft,45830,0,823557,45830
NDUR99261,6/27/2015,6/19/2015,Vandalism,"18, TILOK ROAD ,BY LANE 1, RANIGUNJ,WEST BENGAL-713347 ",DEF0001382,Non Guarded,West Bengal,Attempted Theft,107580,0,822688,107580
DEEP99999974199999,7/2/2015,7/1/2015,Fire accident,"SBI, JUDICIARY COURT COMPLEX, JALANDHAR 144001 ",DEF0001383,Guarded,Punjab,Fire Loss,328680,0,822227,328680
CRJ999996,7/7/2015,7/1/2015,Natural Calamity,"Babapur, Taluka Amreli,State:Gujarat ,  City:Babapur 365 610 ",DEF0001383,Guarded,Gujarat,Act of God,196950,0,826535,196950
NHYD1251,7/9/2015,7/4/2015,Vandalism,"IDPL Colony, Hyderabad",DEF0001382,Non Guarded,Andhra Pradesh,Attempted Theft,45830,0,826832,45830
CIN999997,7/10/2015,7/4/2015,Vandalism,"BANK OF INDIA, ATAHEDA BRANCH",DEF0001383,Guarded,Madhya Pradesh,Attempted Theft,208330,0,827565,208330
XXS9939991U,7/10/2015,6/25/2015,Vandalism & Theft,"NIZ LALUK,LALUK DIKRONG EOAD,LAKHIPUR (",DEF0001382,Non Guarded,Assam,Theft & Cash Loss,270830,13019,827292,283849
DZEK9999991459922,7/10/2015,6/25/2015,Vandalism & Theft,"NH-52,PATHALIPAHAR,LAKHIMPUR,ASSAM ",DEF0001382,Non Guarded,Assam,Theft & Cash Loss,121350,335,827293,121685
O213689999,7/10/2015,7/2/2015,Vandalism,"PNB , Chathe Nanhera, Distt. Sangrur ",DEF0001382,Non Guarded,Punjab,Attempted Theft,61710,0,827292,61710
OE48629999,7/10/2015,7/4/2015,Vandalism,"Khasra No.-570-568/2, Khata no.-335/420-336/421, Hadbast no.-262, Abaadi Satguru nagar, Daba, Tehsil-and Distt-Ludhiana ",DEF0001383,Guarded,Punjab,Attempted Theft,39530,0,827296,39530
DZEK99999999992112,7/10/2015,7/6/2015,Vandalism,"AIRPORT ROAD,BHATI ABHOY NAGAR,AGARTALA,WEST TRIPURA,PIN-799002 ",DEF0001382,Non Guarded,Tripura,Attempted Theft,161670,0,827297,161670
WE99Z347U,7/15/2015,7/4/2015,Vandalism,Ghutiary Shariff,DEF0001382,Non Guarded,West Bengal,Attempted Theft,57320,0,828672,57320
NMUM2591,7/22/2015,7/15/2015,Vandalism,ULHASNAGAR,DEF0001382,Non Guarded,Maharashtra,Attempted Theft,26040,0,857252,26040
DZEK99992996599999,7/22/2015,7/16/2015,Vandalism,LANKA,DEF0001382,Non Guarded,Assam,Attempted Theft,147480,0,857377,147480
XXS99Z283U,7/24/2015,7/20/2015,Vandalism & Theft,Tingkhong,DEF0001383,Guarded,Assam,Theft & Cash Loss,285410,12220,852577,297630
CUJ89918,7/24/2015,7/19/2015,Vandalism,Aadhinath Colony,DEF0001383,Guarded,Madhya Pradesh,Attempted Theft,93750,0,852352,93750
NMUM2561,7/29/2015,7/22/2015,Natural calamity,Vasai Road (W),DEF0001382,Non Guarded,Maharashtra,Act of God,114580,0,852762,114580
DZEK9999999971125,7/31/2015,7/23/2015,Vandalism,Tiloi Nagar,DEF0001382,Non Guarded,Punjab,Attempted Theft,156250,0,852826,156250
CIN89911,8/7/2015,8/5/2015,Natural Calamity,Ranipura,DEF0001383,Guarded,Madhya Pradesh,Act of God,187500,0,857727,187500
DEEK999914269912,8/8/2015,8/4/2015,Vandalism,Silapathar,DEF0001382,Non Guarded,Assam,Attempted Theft,100520,0,857829,100520
DZEP5999921899992,8/8/2015,8/5/2015,Vandalism,Ranjit Avenue,DEF0001382,Non Guarded,Punjab,Attempted Theft,282950,0,857822,282950
XXRXX99912,8/13/2015,8/8/2015,Vandalism,Arsandey ,DEF0001383,Guarded,Jharkhand,Attempted Theft,165100,0,859735,165100
DZEK99999919949953,8/13/2015,8/9/2015,Vandalism,Assam Agriculture University-Jorhat ,DEF0001382,Non Guarded,Assam,Attempted Theft,166120,0,859733,166120
DZEO99999965719999,8/19/2015,8/10/2015,Vandalism,Bathindi Vidata Nagar ,DEF0001382,Non Guarded,Jammu & Kashmir,Attempted Theft,103260,0,867758,103260
DZEK999932329926,8/20/2015,8/13/2015,Vandalism,NIRJULI VILLAGE,DEF0001382,Non Guarded,Arunachal Pradesh,Attempted Theft,182290,0,867729,182290
DZEK999999999929968,8/22/2015,8/19/2015,Vandalism & Theft,BELTALI BAZAR,DEF0001382,Non Guarded,Tripura,Theft & Cash Loss,291660,20235,862657,311895
DGUW616111111,8/22/2015,8/16/2015,Vandalism,PALTAN BAZAR,DEF0001382,Non Guarded,Assam,Attempted Theft,124890,0,862655,124890
WE99Z182U,8/24/2015,8/3/2015,Natural Calamity,"PRACHIN MAYAPUR BAZAR,PO-NABADWIP,DIST-NADIA,PS-NABADWIP.",DEF0001382,Non Guarded,West Bengal,Act of God,243080,0,862925,243080
DJUL62511111111,8/26/2015,8/17/2015,Vandalism,5011 ASC Battalion,DEF0001382,Non Guarded,Punjab,Attempted Theft,112030,0,863787,112030
TR994171U,8/29/2015,8/19/2015,Vandalism,"Santir Bazar,PO:SANTIR BAZAR,PS:SANTIR BAZAR,Dist-South Tripura",DEF0001382,Non Guarded,Tripura,Attempted Theft,125000,0,865573,125000
XXS12531U,9/2/2015,8/26/2015,Vandalism & Theft,LAKHIMPUR,DEF0001382,Non Guarded,Assam,Theft & Cash Loss,125000,6977,866529,131977
DZEK9999991819998,9/3/2015,8/30/2015,Vandalism & Theft,Mawlai,DEF0001382,Non Guarded,Meghalaya,Theft & Cash Loss,282950,21275,866676,304225
NSRT99491,9/5/2015,8/25/2015,Vandalism,"ABHOI CHAR RASTA , VED ROAD,",DEF0001382,Non Guarded,Gujarat,Attempted Theft,156250,0,867526,156250
NSRT996991,9/5/2015,8/25/2015,Vandalism,PANDESARA ROAD,DEF0001382,Non Guarded,Gujarat,Attempted Theft,260410,0,867525,260410
NXXHM99861,9/5/2015,8/25/2015,Vandalism,BAPUNAGAR,DEF0001382,Non Guarded,Gujarat,Attempted Theft,125000,0,867522,125000
DEEK999999998399299,9/14/2015,9/7/2015,Vandalism,PULIBOR,DEF0001382,Non Guarded,Assam,Attempted Theft,208330,0,86572,208330
DZEK9999991969991,9/15/2015,9/10/2015,Vandalism,"BAHADUR CHARIALI, P.O. MONKHULI, DIST- TINSUKIA, ASSAM-786148, PIN – 786148- ",DEF0001382,Non Guarded,Assam,Attempted Theft,208330,0,87575,208330
WE99Z238U,9/15/2015,9/10/2015,Vandalism & Theft,"ISCKON MANDIR ROAD, ",DEF0001382,Non Guarded,West Bengal,Theft & Cash Loss,282950,4640,875795,287590
XXRJ899992,9/15/2015,9/14/2015,Vandalism,Marwadi Education Trust Premises,DEF0001383,Guarded,Gujarat,Attempted Theft,260410,0,875789,260410
DZEP9999997419921,9/19/2015,9/14/2015,Vandalism,KALA SINGHA ROAD ,DEF0001382,Non Guarded,Punjab,Attempted Theft,131300,0,877738,131300
DZEK9999399399235,9/23/2015,9/12/2015,Vandalism,"KAHILIPARA,NEAR POWER HOUSE",DEF0001382,Non Guarded,Assam,Attempted Theft,282950,15,872226,282965
CKE999993,9/23/2015,9/17/2015,Vandalism,Tesh- Barwani,DEF0001383,Guarded,Madhya Pradesh,Attempted Theft,65870,0,872782,65870
DZEK9999991459928,9/23/2015,9/13/2015,Vandalism,NORTH LAKHIMPUR COLLEGE ROAD,DEF0001382,Non Guarded,Assam,Attempted Theft,156250,0,872228,156250
DEEK999999181112,9/23/2015,9/13/2015,Vandalism & Theft,"MYLLIEM, EASHT KHASI HILLS",DEF0001382,Non Guarded,Meghalaya,Theft & Cash Loss,277080,7089,872225,284169
DZEP59999995299992,9/23/2015,9/13/2015,Vandalism & Theft,Goniana Mandi ,DEF0001382,Non Guarded,Himachal Pradesh,Theft & Cash Loss,282950,1304,872227,284254
DZEP9999996899914,9/23/2015,9/19/2015,Vandalism & Theft,OPPOSITE KHALSA COLLEGE,DEF0001382,Non Guarded,Punjab,Theft & Cash Loss,263000,16150,872222,279150
DZEO9999147799998,9/23/2015,9/18/2015,Vandalism & Theft,"Old Town, Barmula",DEF0001382,Non Guarded,Jammu & Kashmir,Theft & Cash Loss,282950,8829,872223,291779
XXS99Z458U,9/23/2015,9/14/2015,Vandalism & Theft,"Opp. Budha Mandir, P.O./P.S. Digboi",DEF0001382,Non Guarded,Assam,Theft & Cash Loss,282950,5355,872222,288305
DZEK9999361399994,10/9/2015,10/2/2015,Vandalism,"NEAR MT.SINAI SCHOOL, WOKHA",DEF0001382,Non Guarded,Nagaland,Attempted Theft,28640,0,877282,28640
ML99Z9978U,10/15/2015,9/27/2015,Vandalism & Theft,WEST JAINTIA HILLS,DEF0001382,Non Guarded,Meghalaya,Theft & Cash Loss,458540,3598,885557,462138
XXPJ899991,10/15/2015,10/6/2015,Fire accident,Bharatpur,DEF0001383,Guarded,Rajasthan,Fire Loss,140620,0,885558,140620
DEEO9999366999916,10/15/2015,10/9/2015,Fire accident,PARADE GROUND POONCH,DEF0001382,Non Guarded,Jammu & Kashmir,Fire Loss,156250,0,885559,156250
CXXH899991,10/15/2015,10/11/2015,Vandalism,NEAR BANK OF INDIA 382425,DEF0001383,Guarded,Gujarat,Attempted Theft,91190,0,885562,91190
DEEP9999244299996,10/17/2015,10/6/2015,Vandalism,Vpo Lambra,DEF0001383,Guarded,Punjab,Attempted Theft,89840,0,885779,89840
O7997639999,10/19/2015,10/13/2015,Vandalism,ABAADI GURU GOBIND SNGH NAGAR,DEF0001382,Non Guarded,Punjab,Attempted Theft,48170,0,887396,48170
CGXX999995,10/19/2015,10/13/2015,Vandalism,"OPP. GOVT GUEST HOUSE, DANTA",DEF0001383,Guarded,Gujarat,Attempted Theft,282950,0,887396,282950
DZEP9999997329963,10/22/2015,10/17/2015,Fire accident,Main Sultanwind road,DEF0001382,Non Guarded,Punjab,Fire Loss,119790,0,882532,119790
IPSEN99922991,10/22/2015,10/19/2015,Vandalism,"Defance Road, ",DEF0001382,Non Guarded,Punjab,Attempted Theft,48450,0,882537,48450
DZEK999932329926,10/22/2015,10/17/2015,Vandalism,PAPUM PARE,DEF0001382,Non Guarded,Arunachal Pradesh,Attempted Theft,162910,0,882535,162910
NEXXN1591,10/23/2015,10/19/2015,Vandalism,ELECTRONIC CITY [P],DEF0001382,Non Guarded,Karnataka,Attempted Theft,67700,0,882558,67700
I14DC1537991,10/23/2015,10/14/2015,Vandalism,"Dharar, ",DEF0001382,Non Guarded,Punjab,Attempted Theft,37440,0,882565,37440
NLUD63511111111,10/23/2015,10/15/2015,Vandalism,ABOHAR,DEF0001382,Non Guarded,Punjab,Attempted Theft,48890,0,882559,48890
DEEK999959229961,10/27/2015,10/18/2015,Vandalism,"OPP GITANJALI DRUGS, BORNALI COMPLEX, RANGIRKHARI,SILCHAR -788005",DEF0001382,Non Guarded,Assam,Attempted Theft,28640,0,882589,28640
XXS998481U,10/31/2015,10/26/2015,Vandalism,NEAR MEDICAL MASJID,DEF0001382,Non Guarded,Assam,Attempted Theft,93750,0,885555,93750
M15I1352991,10/31/2015,10/24/2015,Vandalism,CBI PARK ROAD SILCHAR,DEF0001382,Non Guarded,Assam,Attempted Theft,29730,0,885577,29730
NI1719991,10/31/2015,10/26/2015,Vandalism,UCO RONGPUR ,DEF0001382,Non Guarded,Assam,Attempted Theft,93750,0,885579,93750
DEEK999959229955,10/31/2015,10/24/2015,Vandalism,UKKIL PATTY,DEF0001382,Non Guarded,Assam,Attempted Theft,93750,0,885522,93750
NGW89961,10/31/2015,10/20/2015,Vandalism,BOI SHILLONG PATTY SILCHAR,DEF0001382,Non Guarded,Meghalaya,Attempted Theft,93750,0,885525,93750
DZEK999959229958,11/10/2015,10/31/2015,Vandalism,RAMKRISHNA MISSION ROAD,DEF0001382,Non Guarded,Assam,Attempted Theft,83330,0,885953,83330
DEEK99999999829921,11/10/2015,10/30/2015,Vandalism,TILAPARA(WORD NO-5,DEF0001382,Non Guarded,Goa,Attempted Theft,16920,0,885955,16920
NI9999899992,11/10/2015,11/3/2015,Vandalism,"HOSPITAL ROAD, RANGIRKHARI SILCHAR",DEF0001382,Non Guarded,Assam,Attempted Theft,9540,0,885985,9540
XXIN99594K,11/10/2015,11/2/2015,Vandalism & Theft,"OPP. GYANJYOTI, DHEKORGORAH TINIALI",DEF0001382,Non Guarded,Assam,Theft & Cash Loss,282950,7464,885986,290414
IPSEN999995991,11/10/2015,11/6/2015,Vandalism,VILLAGE KALA AFGHANA DISTRICT GURDASPUR 143513,DEF0001382,Non Guarded,Punjab,Attempted Theft,208330,0,885987,208330
DZEK999999999921996,11/10/2015,11/1/2015,Vandalism,"JOGENDRA NAGAR,AGARTALA",DEF0001382,Non Guarded,Punjab,Attempted Theft,134310,0,888972,134310
XXLC99912,11/17/2015,11/11/2015,Fire accident,"LUCKNOW,AT & POST PALIA,-262902 - PALIA (KALAN",DEF0001383,Guarded,Uttar Pradesh,Fire Loss,729160,0,859366,729160
